Datum,Tid (UTC),Kvalitet,Snittemperatur,Year
1976-01-01,23:00:00,Y,1.32,1976.0
1976-01-02,23:00:00,Y,-3.12,1976.0
1976-01-03,23:00:00,Y,-0.97,1976.0
1976-01-04,23:00:00,Y,-5.14,1976.0
1976-01-05,23:00:00,Y,-1.74,1976.0
1976-01-06,23:00:00,Y,-6.69,1976.0
1976-01-07,23:00:00,Y,1.34,1976.0
1976-01-08,23:00:00,Y,5.24,1976.0
1976-01-09,23:00:00,Y,3.51,1976.0
1976-01-10,23:00:00,Y,0.98,1976.0
1976-01-11,23:00:00,Y,2.88,1976.0
1976-01-12,23:00:00,Y,2.94,1976.0
1976-01-13,23:00:00,Y,0.02,1976.0
1976-01-14,23:00:00,Y,-3.21,1976.0
1976-01-15,23:00:00,Y,-7.84,1976.0
1976-01-16,23:00:00,Y,-3.68,1976.0
1976-01-17,23:00:00,Y,-0.21,1976.0
1976-01-18,23:00:00,Y,3.62,1976.0
1976-01-19,23:00:00,Y,3.42,1976.0
1976-01-20,23:00:00,Y,4.32,1976.0
1976-01-21,23:00:00,Y,3.16,1976.0
1976-01-22,23:00:00,Y,0.08,1976.0
1976-01-23,23:00:00,Y,-5.53,1976.0
1976-01-24,23:00:00,Y,-7.92,1976.0
1976-01-25,23:00:00,Y,-6.73,1976.0
1976-01-26,23:00:00,Y,-5.86,1976.0
1976-01-27,23:00:00,Y,-7.96,1976.0
1976-01-28,23:00:00,Y,-5.49,1976.0
1976-01-29,23:00:00,Y,-5.74,1976.0
1976-01-30,23:00:00,Y,-6.41,1976.0
1976-01-31,23:00:00,Y,-3.43,1976.0
1976-02-01,23:00:00,Y,-5.05,1976.0
1976-02-02,23:00:00,Y,-3.23,1976.0
1976-02-03,23:00:00,Y,-3.88,1976.0
1976-02-04,23:00:00,Y,-5.51,1976.0
1976-02-05,23:00:00,Y,-5.78,1976.0
1976-02-06,23:00:00,Y,-5.15,1976.0
1976-02-07,23:00:00,Y,-2.81,1976.0
1976-02-08,23:00:00,Y,-3.31,1976.0
1976-02-09,23:00:00,Y,-1.2,1976.0
1976-02-10,23:00:00,Y,1.08,1976.0
1976-02-11,23:00:00,Y,0.2,1976.0
1976-02-12,23:00:00,Y,0.1,1976.0
1976-02-13,23:00:00,Y,0.09,1976.0
1976-02-14,23:00:00,Y,-1.63,1976.0
1976-02-15,23:00:00,Y,-4.64,1976.0
1976-02-16,23:00:00,Y,0.14,1976.0
1976-02-17,23:00:00,Y,-0.23,1976.0
1976-02-18,23:00:00,Y,-1.56,1976.0
1976-02-19,23:00:00,Y,-1.45,1976.0
1976-02-20,23:00:00,Y,0.25,1976.0
1976-02-21,23:00:00,Y,1.08,1976.0
1976-02-22,23:00:00,Y,-0.23,1976.0
1976-02-23,23:00:00,Y,0.39,1976.0
1976-02-24,23:00:00,Y,2.14,1976.0
1976-02-25,23:00:00,Y,4.49,1976.0
1976-02-26,23:00:00,Y,4.37,1976.0
1976-02-27,23:00:00,Y,3.5,1976.0
1976-02-28,23:00:00,Y,3.42,1976.0
1976-02-29,23:00:00,Y,3.83,1976.0
1976-03-01,23:00:00,Y,3.06,1976.0
1976-03-02,23:00:00,Y,3.0,1976.0
1976-03-03,23:00:00,Y,0.23,1976.0
1976-03-04,23:00:00,Y,0.62,1976.0
1976-03-05,23:00:00,Y,-0.6,1976.0
1976-03-06,23:00:00,Y,-2.61,1976.0
1976-03-07,23:00:00,Y,-1.96,1976.0
1976-03-08,23:00:00,Y,-3.21,1976.0
1976-03-09,23:00:00,Y,-3.92,1976.0
1976-03-10,23:00:00,Y,-3.88,1976.0
1976-03-11,23:00:00,Y,-5.64,1976.0
1976-03-12,23:00:00,Y,-5.51,1976.0
1976-03-13,23:00:00,Y,-5.06,1976.0
1976-03-14,23:00:00,Y,-4.55,1976.0
1976-03-15,23:00:00,Y,-4.93,1976.0
1976-03-16,23:00:00,Y,-6.03,1976.0
1976-03-17,23:00:00,Y,-2.8,1976.0
1976-03-18,23:00:00,Y,-0.88,1976.0
1976-03-19,23:00:00,Y,-0.44,1976.0
1976-03-20,23:00:00,Y,-1.62,1976.0
1976-03-21,23:00:00,Y,-3.82,1976.0
1976-03-22,23:00:00,Y,-3.99,1976.0
1976-03-23,23:00:00,Y,-4.52,1976.0
1976-03-24,23:00:00,Y,-3.5,1976.0
1976-03-25,23:00:00,Y,-1.29,1976.0
1976-03-26,23:00:00,Y,2.02,1976.0
1976-03-27,23:00:00,Y,2.59,1976.0
1976-03-28,23:00:00,Y,4.93,1976.0
1976-03-29,23:00:00,Y,3.52,1976.0
1976-03-30,23:00:00,Y,2.94,1976.0
1976-03-31,23:00:00,Y,3.53,1976.0
1976-04-01,23:00:00,Y,4.23,1976.0
1976-04-02,23:00:00,Y,2.74,1976.0
1976-04-03,23:00:00,Y,2.34,1976.0
1976-04-04,23:00:00,Y,2.34,1976.0
1976-04-05,23:00:00,Y,3.86,1976.0
1976-04-06,23:00:00,Y,3.86,1976.0
1976-04-07,23:00:00,Y,4.24,1976.0
1976-04-08,23:00:00,Y,2.38,1976.0
1976-04-09,23:00:00,Y,2.73,1976.0
1976-04-10,23:00:00,Y,6.61,1976.0
1976-04-11,23:00:00,Y,6.45,1976.0
1976-04-12,23:00:00,Y,6.4,1976.0
1976-04-13,23:00:00,Y,7.7,1976.0
1976-04-14,23:00:00,Y,9.28,1976.0
1976-04-15,23:00:00,Y,7.7,1976.0
1976-04-16,23:00:00,Y,6.04,1976.0
1976-04-17,23:00:00,Y,6.01,1976.0
1976-04-18,23:00:00,Y,5.78,1976.0
1976-04-19,23:00:00,Y,5.0,1976.0
1976-04-20,23:00:00,Y,6.1,1976.0
1976-04-21,23:00:00,Y,4.95,1976.0
1976-04-22,23:00:00,Y,4.32,1976.0
1976-04-23,23:00:00,Y,4.23,1976.0
1976-04-24,23:00:00,Y,6.88,1976.0
1976-04-25,23:00:00,Y,6.18,1976.0
1976-04-26,23:00:00,Y,5.22,1976.0
1976-04-27,23:00:00,Y,1.81,1976.0
1976-04-28,23:00:00,Y,2.05,1976.0
1976-04-29,23:00:00,Y,4.95,1976.0
1976-04-30,23:00:00,Y,5.77,1976.0
1976-05-01,23:00:00,Y,6.83,1976.0
1976-05-02,23:00:00,Y,6.04,1976.0
1976-05-03,23:00:00,Y,7.54,1976.0
1976-05-04,23:00:00,Y,7.07,1976.0
1976-05-05,23:00:00,Y,7.65,1976.0
1976-05-06,23:00:00,Y,7.17,1976.0
1976-05-07,23:00:00,Y,8.42,1976.0
1976-05-08,23:00:00,Y,12.08,1976.0
1976-05-09,23:00:00,Y,15.86,1976.0
1976-05-10,23:00:00,Y,18.93,1976.0
1976-05-11,23:00:00,Y,11.44,1976.0
1976-05-12,23:00:00,Y,9.75,1976.0
1976-05-13,23:00:00,Y,9.54,1976.0
1976-05-14,23:00:00,Y,9.12,1976.0
1976-05-15,23:00:00,Y,10.35,1976.0
1976-05-16,23:00:00,Y,10.89,1976.0
1976-05-17,23:00:00,Y,11.42,1976.0
1976-05-18,23:00:00,Y,15.31,1976.0
1976-05-19,23:00:00,Y,17.58,1976.0
1976-05-20,23:00:00,Y,15.99,1976.0
1976-05-21,23:00:00,Y,15.6,1976.0
1976-05-22,23:00:00,Y,15.46,1976.0
1976-05-23,23:00:00,Y,14.52,1976.0
1976-05-24,23:00:00,Y,16.48,1976.0
1976-05-25,23:00:00,Y,15.11,1976.0
1976-05-26,23:00:00,Y,11.43,1976.0
1976-05-27,23:00:00,Y,7.05,1976.0
1976-05-28,23:00:00,Y,6.16,1976.0
1976-05-29,23:00:00,Y,7.76,1976.0
1976-05-30,23:00:00,Y,9.82,1976.0
1976-05-31,23:00:00,Y,9.77,1976.0
1976-06-01,23:00:00,Y,11.42,1976.0
1976-06-02,23:00:00,Y,12.62,1976.0
1976-06-03,23:00:00,Y,12.05,1976.0
1976-06-04,23:00:00,Y,13.32,1976.0
1976-06-05,23:00:00,Y,10.17,1976.0
1976-06-06,23:00:00,Y,11.73,1976.0
1976-06-07,23:00:00,Y,13.3,1976.0
1976-06-08,23:00:00,Y,14.75,1976.0
1976-06-09,23:00:00,Y,14.1,1976.0
1976-06-10,23:00:00,Y,15.12,1976.0
1976-06-11,23:00:00,Y,14.42,1976.0
1976-06-12,23:00:00,Y,13.61,1976.0
1976-06-13,23:00:00,Y,14.53,1976.0
1976-06-14,23:00:00,Y,14.04,1976.0
1976-06-15,23:00:00,Y,13.63,1976.0
1976-06-16,23:00:00,Y,16.21,1976.0
1976-06-17,23:00:00,Y,16.58,1976.0
1976-06-18,23:00:00,Y,13.35,1976.0
1976-06-19,23:00:00,Y,11.71,1976.0
1976-06-20,23:00:00,Y,11.4,1976.0
1976-06-21,23:00:00,Y,13.76,1976.0
1976-06-22,23:00:00,Y,14.39,1976.0
1976-06-23,23:00:00,Y,15.98,1976.0
1976-06-24,23:00:00,Y,16.84,1976.0
1976-06-25,23:00:00,Y,19.11,1976.0
1976-06-26,23:00:00,Y,19.97,1976.0
1976-06-27,23:00:00,Y,18.46,1976.0
1976-06-28,23:00:00,Y,16.49,1976.0
1976-06-29,23:00:00,Y,17.8,1976.0
1976-06-30,23:00:00,Y,18.76,1976.0
1976-07-01,23:00:00,Y,19.12,1976.0
1976-07-02,23:00:00,Y,18.88,1976.0
1976-07-03,23:00:00,Y,19.16,1976.0
1976-07-04,23:00:00,Y,19.0,1976.0
1976-07-05,23:00:00,Y,18.45,1976.0
1976-07-06,23:00:00,Y,19.65,1976.0
1976-07-07,23:00:00,Y,20.16,1976.0
1976-07-08,23:00:00,Y,16.34,1976.0
1976-07-09,23:00:00,Y,15.98,1976.0
1976-07-10,23:00:00,Y,19.35,1976.0
1976-07-11,23:00:00,Y,18.93,1976.0
1976-07-12,23:00:00,Y,18.67,1976.0
1976-07-13,23:00:00,Y,19.75,1976.0
1976-07-14,23:00:00,Y,19.42,1976.0
1976-07-15,23:00:00,Y,19.71,1976.0
1976-07-16,23:00:00,Y,21.17,1976.0
1976-07-17,23:00:00,Y,19.5,1976.0
1976-07-18,23:00:00,Y,19.29,1976.0
1976-07-19,23:00:00,Y,19.25,1976.0
1976-07-20,23:00:00,Y,18.41,1976.0
1976-07-21,23:00:00,Y,16.88,1976.0
1976-07-22,23:00:00,Y,17.02,1976.0
1976-07-23,23:00:00,Y,17.06,1976.0
1976-07-24,23:00:00,Y,17.96,1976.0
1976-07-25,23:00:00,Y,18.92,1976.0
1976-07-26,23:00:00,Y,17.53,1976.0
1976-07-27,23:00:00,Y,17.61,1976.0
1976-07-28,23:00:00,Y,17.79,1976.0
1976-07-29,23:00:00,Y,14.49,1976.0
1976-07-30,23:00:00,Y,14.22,1976.0
1976-07-31,23:00:00,Y,13.3,1976.0
1976-08-01,23:00:00,Y,15.55,1976.0
1976-08-02,23:00:00,Y,13.74,1976.0
1976-08-03,23:00:00,Y,14.38,1976.0
1976-08-04,23:00:00,Y,12.42,1976.0
1976-08-05,23:00:00,Y,14.3,1976.0
1976-08-06,23:00:00,Y,16.53,1976.0
1976-08-07,23:00:00,Y,16.09,1976.0
1976-08-08,23:00:00,Y,17.95,1976.0
1976-08-09,23:00:00,Y,18.74,1976.0
1976-08-10,23:00:00,Y,20.16,1976.0
1976-08-11,23:00:00,Y,19.82,1976.0
1976-08-12,23:00:00,Y,20.63,1976.0
1976-08-13,23:00:00,Y,18.52,1976.0
1976-08-14,23:00:00,Y,18.86,1976.0
1976-08-15,23:00:00,Y,18.75,1976.0
1976-08-16,23:00:00,Y,18.39,1976.0
1976-08-17,23:00:00,Y,19.63,1976.0
1976-08-18,23:00:00,Y,21.17,1976.0
1976-08-19,23:00:00,Y,20.9,1976.0
1976-08-20,23:00:00,Y,19.16,1976.0
1976-08-21,23:00:00,Y,15.52,1976.0
1976-08-22,23:00:00,Y,16.07,1976.0
1976-08-23,23:00:00,Y,17.69,1976.0
1976-08-24,23:00:00,Y,17.62,1976.0
1976-08-25,23:00:00,Y,17.69,1976.0
1976-08-26,23:00:00,Y,17.15,1976.0
1976-08-27,23:00:00,Y,15.42,1976.0
1976-08-28,23:00:00,Y,17.79,1976.0
1976-08-29,23:00:00,Y,20.83,1976.0
1976-08-30,23:00:00,Y,20.89,1976.0
1976-08-31,23:00:00,Y,15.51,1976.0
1976-09-01,23:00:00,Y,14.13,1976.0
1976-09-02,23:00:00,Y,13.02,1976.0
1976-09-03,23:00:00,Y,12.58,1976.0
1976-09-04,23:00:00,Y,10.43,1976.0
1976-09-05,23:00:00,Y,12.52,1976.0
1976-09-06,23:00:00,Y,14.78,1976.0
1976-09-07,23:00:00,Y,14.16,1976.0
1976-09-08,23:00:00,Y,11.78,1976.0
1976-09-09,23:00:00,Y,11.41,1976.0
1976-09-10,23:00:00,Y,11.56,1976.0
1976-09-11,23:00:00,Y,12.75,1976.0
1976-09-12,23:00:00,Y,12.31,1976.0
1976-09-13,23:00:00,Y,14.12,1976.0
1976-09-14,23:00:00,Y,14.21,1976.0
1976-09-15,23:00:00,Y,13.2,1976.0
1976-09-16,23:00:00,Y,10.53,1976.0
1976-09-17,23:00:00,Y,9.13,1976.0
1976-09-18,23:00:00,Y,11.94,1976.0
1976-09-19,23:00:00,Y,11.67,1976.0
1976-09-20,23:00:00,Y,11.04,1976.0
1976-09-21,23:00:00,Y,11.05,1976.0
1976-09-22,23:00:00,Y,11.28,1976.0
1976-09-23,23:00:00,Y,10.11,1976.0
1976-09-24,23:00:00,Y,9.67,1976.0
1976-09-25,23:00:00,Y,9.56,1976.0
1976-09-26,23:00:00,Y,9.9,1976.0
1976-09-27,23:00:00,Y,8.9,1976.0
1976-09-28,23:00:00,Y,8.22,1976.0
1976-09-29,23:00:00,Y,6.79,1976.0
1976-09-30,23:00:00,Y,6.27,1976.0
1976-10-01,23:00:00,Y,7.6,1976.0
1976-10-02,23:00:00,Y,7.18,1976.0
1976-10-03,23:00:00,Y,8.58,1976.0
1976-10-04,23:00:00,Y,11.04,1976.0
1976-10-05,23:00:00,Y,9.8,1976.0
1976-10-06,23:00:00,Y,10.58,1976.0
1976-10-07,23:00:00,Y,11.19,1976.0
1976-10-08,23:00:00,Y,11.1,1976.0
1976-10-09,23:00:00,Y,11.02,1976.0
1976-10-10,23:00:00,Y,9.3,1976.0
1976-10-11,23:00:00,Y,11.92,1976.0
1976-10-12,23:00:00,Y,11.39,1976.0
1976-10-13,23:00:00,Y,8.71,1976.0
1976-10-14,23:00:00,Y,4.65,1976.0
1976-10-15,23:00:00,Y,5.21,1976.0
1976-10-16,23:00:00,Y,4.95,1976.0
1976-10-17,23:00:00,Y,2.86,1976.0
1976-10-18,23:00:00,Y,2.61,1976.0
1976-10-19,23:00:00,Y,3.97,1976.0
1976-10-20,23:00:00,Y,5.66,1976.0
1976-10-21,23:00:00,Y,7.77,1976.0
1976-10-22,23:00:00,Y,7.96,1976.0
1976-10-23,23:00:00,Y,9.1,1976.0
1976-10-24,23:00:00,Y,7.73,1976.0
1976-10-25,23:00:00,Y,6.54,1976.0
1976-10-26,23:00:00,Y,5.6,1976.0
1976-10-27,23:00:00,Y,5.84,1976.0
1976-10-28,23:00:00,Y,4.71,1976.0
1976-10-29,23:00:00,Y,3.65,1976.0
1976-10-30,23:00:00,Y,2.26,1976.0
1976-10-31,23:00:00,Y,2.05,1976.0
1976-11-01,23:00:00,Y,-0.55,1976.0
1976-11-02,23:00:00,Y,4.96,1976.0
1976-11-03,23:00:00,Y,7.05,1976.0
1976-11-04,23:00:00,Y,6.44,1976.0
1976-11-05,23:00:00,Y,6.06,1976.0
1976-11-06,23:00:00,Y,6.84,1976.0
1976-11-07,23:00:00,Y,8.4,1976.0
1976-11-08,23:00:00,Y,8.04,1976.0
1976-11-09,23:00:00,Y,7.39,1976.0
1976-11-10,23:00:00,Y,7.48,1976.0
1976-11-11,23:00:00,Y,7.91,1976.0
1976-11-12,23:00:00,Y,6.84,1976.0
1976-11-13,23:00:00,Y,4.32,1976.0
1976-11-14,23:00:00,Y,3.07,1976.0
1976-11-15,23:00:00,Y,-0.28,1976.0
1976-11-16,23:00:00,Y,1.98,1976.0
1976-11-17,23:00:00,Y,4.63,1976.0
1976-11-18,23:00:00,Y,4.11,1976.0
1976-11-19,23:00:00,Y,3.23,1976.0
1976-11-20,23:00:00,Y,3.25,1976.0
1976-11-21,23:00:00,Y,6.31,1976.0
1976-11-22,23:00:00,Y,0.99,1976.0
1976-11-23,23:00:00,Y,-0.46,1976.0
1976-11-24,23:00:00,Y,-3.46,1976.0
1976-11-25,23:00:00,Y,0.12,1976.0
1976-11-26,23:00:00,Y,7.17,1976.0
1976-11-27,23:00:00,Y,6.88,1976.0
1976-11-28,23:00:00,Y,5.36,1976.0
1976-11-29,23:00:00,Y,5.79,1976.0
1976-11-30,23:00:00,Y,4.35,1976.0
1976-12-01,23:00:00,Y,0.64,1976.0
1976-12-02,23:00:00,Y,-0.29,1976.0
1976-12-03,23:00:00,Y,-1.24,1976.0
1976-12-04,23:00:00,Y,1.37,1976.0
1976-12-05,23:00:00,Y,3.15,1976.0
1976-12-06,23:00:00,Y,2.57,1976.0
1976-12-07,23:00:00,Y,3.58,1976.0
1976-12-08,23:00:00,Y,3.96,1976.0
1976-12-09,23:00:00,Y,2.26,1976.0
1976-12-10,23:00:00,Y,0.86,1976.0
1976-12-11,23:00:00,Y,-0.82,1976.0
1976-12-12,23:00:00,Y,-0.44,1976.0
1976-12-13,23:00:00,Y,-2.56,1976.0
1976-12-14,23:00:00,Y,-3.41,1976.0
1976-12-15,23:00:00,Y,-3.89,1976.0
1976-12-16,23:00:00,Y,-1.64,1976.0
1976-12-17,23:00:00,Y,-3.05,1976.0
1976-12-18,23:00:00,Y,-4.88,1976.0
1976-12-19,23:00:00,Y,-6.25,1976.0
1976-12-20,23:00:00,Y,-8.17,1976.0
1976-12-21,23:00:00,Y,-2.93,1976.0
1976-12-22,23:00:00,Y,-0.87,1976.0
1976-12-23,23:00:00,Y,-4.63,1976.0
1976-12-24,21:00:00,Y,-5.59,1976.0
1976-12-25,23:00:00,Y,-3.65,1976.0
1976-12-26,23:00:00,Y,-10.38,1976.0
1976-12-27,23:00:00,Y,-4.4,1976.0
1976-12-28,23:00:00,Y,-9.15,1976.0
1976-12-29,23:00:00,Y,-4.23,1976.0
1976-12-30,23:00:00,Y,-0.64,1976.0
1976-12-31,21:00:00,Y,-3.17,1976.0
1977-01-01,23:00:00,Y,-0.68,1977.0
1977-01-02,23:00:00,Y,0.97,1977.0
1977-01-03,23:00:00,Y,-0.23,1977.0
1977-01-04,23:00:00,Y,0.81,1977.0
1977-01-05,23:00:00,Y,0.23,1977.0
1977-01-06,23:00:00,Y,2.04,1977.0
1977-01-07,23:00:00,Y,0.92,1977.0
1977-01-08,23:00:00,Y,-1.56,1977.0
1977-01-09,23:00:00,Y,-1.47,1977.0
1977-01-10,23:00:00,Y,-2.51,1977.0
1977-01-11,23:00:00,Y,-0.84,1977.0
1977-01-12,23:00:00,Y,-2.19,1977.0
1977-01-13,23:00:00,Y,-1.58,1977.0
1977-01-14,23:00:00,Y,-2.55,1977.0
1977-01-15,23:00:00,Y,0.75,1977.0
1977-01-16,23:00:00,Y,0.17,1977.0
1977-01-17,23:00:00,Y,-1.19,1977.0
1977-01-18,23:00:00,Y,-0.41,1977.0
1977-01-19,23:00:00,Y,-3.63,1977.0
1977-01-20,23:00:00,Y,-5.88,1977.0
1977-01-21,23:00:00,Y,-4.25,1977.0
1977-01-22,23:00:00,Y,-3.68,1977.0
1977-01-23,23:00:00,Y,-5.31,1977.0
1977-01-24,23:00:00,Y,-4.19,1977.0
1977-01-25,23:00:00,Y,-1.18,1977.0
1977-01-26,23:00:00,Y,1.69,1977.0
1977-01-27,23:00:00,Y,-0.87,1977.0
1977-01-28,23:00:00,Y,-4.9,1977.0
1977-01-29,23:00:00,Y,-4.62,1977.0
1977-01-30,23:00:00,Y,-7.68,1977.0
1977-01-31,23:00:00,Y,-6.53,1977.0
1977-02-01,23:00:00,Y,-0.98,1977.0
1977-02-02,23:00:00,Y,-3.11,1977.0
1977-02-03,23:00:00,Y,-1.0,1977.0
1977-02-04,23:00:00,Y,0.2,1977.0
1977-02-05,23:00:00,Y,0.8,1977.0
1977-02-06,23:00:00,Y,0.54,1977.0
1977-02-07,23:00:00,Y,1.34,1977.0
1977-02-08,23:00:00,Y,-0.85,1977.0
1977-02-09,23:00:00,Y,-5.26,1977.0
1977-02-10,23:00:00,Y,-5.46,1977.0
1977-02-11,23:00:00,Y,-7.45,1977.0
1977-02-12,23:00:00,Y,-7.56,1977.0
1977-02-13,23:00:00,Y,-3.68,1977.0
1977-02-14,23:00:00,Y,-1.22,1977.0
1977-02-15,23:00:00,Y,-2.11,1977.0
1977-02-16,23:00:00,Y,-3.62,1977.0
1977-02-17,23:00:00,Y,-6.84,1977.0
1977-02-18,23:00:00,Y,-2.1,1977.0
1977-02-19,23:00:00,Y,1.42,1977.0
1977-02-20,23:00:00,Y,1.93,1977.0
1977-02-21,23:00:00,Y,-0.43,1977.0
1977-02-22,23:00:00,Y,-0.93,1977.0
1977-02-23,23:00:00,Y,-2.48,1977.0
1977-02-24,23:00:00,Y,-5.83,1977.0
1977-02-25,23:00:00,Y,-8.67,1977.0
1977-02-26,23:00:00,Y,-7.64,1977.0
1977-02-27,23:00:00,Y,-5.7,1977.0
1977-02-28,23:00:00,Y,-3.82,1977.0
1977-03-01,23:00:00,Y,-1.6,1977.0
1977-03-02,23:00:00,Y,-0.05,1977.0
1977-03-03,23:00:00,Y,0.27,1977.0
1977-03-04,23:00:00,Y,2.01,1977.0
1977-03-05,23:00:00,Y,3.08,1977.0
1977-03-06,23:00:00,Y,1.24,1977.0
1977-03-07,23:00:00,Y,0.86,1977.0
1977-03-08,23:00:00,Y,3.1,1977.0
1977-03-09,23:00:00,Y,2.55,1977.0
1977-03-10,23:00:00,Y,3.61,1977.0
1977-03-11,23:00:00,Y,5.44,1977.0
1977-03-12,23:00:00,Y,5.03,1977.0
1977-03-13,23:00:00,Y,4.27,1977.0
1977-03-14,23:00:00,Y,1.95,1977.0
1977-03-15,23:00:00,Y,3.21,1977.0
1977-03-16,23:00:00,Y,5.58,1977.0
1977-03-17,23:00:00,Y,5.68,1977.0
1977-03-18,23:00:00,Y,4.93,1977.0
1977-03-19,23:00:00,Y,3.3,1977.0
1977-03-20,23:00:00,Y,1.33,1977.0
1977-03-21,23:00:00,Y,1.55,1977.0
1977-03-22,23:00:00,Y,1.53,1977.0
1977-03-23,23:00:00,Y,0.53,1977.0
1977-03-24,23:00:00,Y,5.31,1977.0
1977-03-25,23:00:00,Y,4.63,1977.0
1977-03-26,23:00:00,Y,3.21,1977.0
1977-03-27,23:00:00,Y,0.98,1977.0
1977-03-28,23:00:00,Y,-2.53,1977.0
1977-03-29,23:00:00,Y,-2.82,1977.0
1977-03-30,23:00:00,Y,0.54,1977.0
1977-03-31,23:00:00,Y,-0.54,1977.0
1977-04-01,23:00:00,Y,-0.76,1977.0
1977-04-02,23:00:00,Y,3.82,1977.0
1977-04-03,23:00:00,Y,3.76,1977.0
1977-04-04,23:00:00,Y,3.33,1977.0
1977-04-05,23:00:00,Y,4.41,1977.0
1977-04-06,23:00:00,Y,1.8,1977.0
1977-04-07,23:00:00,Y,-2.77,1977.0
1977-04-08,23:00:00,Y,-2.52,1977.0
1977-04-09,23:00:00,Y,-1.25,1977.0
1977-04-10,23:00:00,Y,-1.5,1977.0
1977-04-11,23:00:00,Y,-0.98,1977.0
1977-04-12,23:00:00,Y,2.02,1977.0
1977-04-13,23:00:00,Y,2.86,1977.0
1977-04-14,23:00:00,Y,3.42,1977.0
1977-04-15,23:00:00,Y,3.15,1977.0
1977-04-16,23:00:00,Y,3.31,1977.0
1977-04-17,23:00:00,Y,4.04,1977.0
1977-04-18,23:00:00,Y,3.43,1977.0
1977-04-19,23:00:00,Y,3.45,1977.0
1977-04-20,23:00:00,Y,4.12,1977.0
1977-04-21,23:00:00,Y,5.81,1977.0
1977-04-22,23:00:00,Y,6.35,1977.0
1977-04-23,23:00:00,Y,5.14,1977.0
1977-04-24,23:00:00,Y,4.55,1977.0
1977-04-25,23:00:00,Y,4.8,1977.0
1977-04-26,23:00:00,Y,7.41,1977.0
1977-04-27,23:00:00,Y,7.3,1977.0
1977-04-28,23:00:00,Y,7.82,1977.0
1977-04-29,23:00:00,Y,7.36,1977.0
1977-04-30,23:00:00,Y,9.13,1977.0
1977-05-01,23:00:00,Y,10.52,1977.0
1977-05-02,23:00:00,Y,7.76,1977.0
1977-05-03,23:00:00,Y,6.8,1977.0
1977-05-04,23:00:00,Y,13.75,1977.0
1977-05-05,23:00:00,Y,21.1,1977.0
1977-05-06,23:00:00,Y,10.37,1977.0
1977-05-07,23:00:00,Y,9.66,1977.0
1977-05-08,23:00:00,Y,9.56,1977.0
1977-05-09,23:00:00,Y,8.25,1977.0
1977-05-10,23:00:00,Y,7.85,1977.0
1977-05-11,23:00:00,Y,9.32,1977.0
1977-05-12,23:00:00,Y,9.94,1977.0
1977-05-13,23:00:00,Y,9.34,1977.0
1977-05-14,23:00:00,Y,7.82,1977.0
1977-05-15,23:00:00,Y,8.28,1977.0
1977-05-16,23:00:00,Y,9.69,1977.0
1977-05-17,23:00:00,Y,11.48,1977.0
1977-05-18,23:00:00,Y,11.94,1977.0
1977-05-19,23:00:00,Y,12.74,1977.0
1977-05-20,23:00:00,Y,13.9,1977.0
1977-05-21,23:00:00,Y,13.62,1977.0
1977-05-22,23:00:00,Y,14.9,1977.0
1977-05-23,23:00:00,Y,14.38,1977.0
1977-05-24,23:00:00,Y,15.24,1977.0
1977-05-25,23:00:00,Y,12.12,1977.0
1977-05-26,23:00:00,Y,12.65,1977.0
1977-05-27,23:00:00,Y,15.05,1977.0
1977-05-28,23:00:00,Y,14.71,1977.0
1977-05-29,23:00:00,Y,9.58,1977.0
1977-05-30,23:00:00,Y,7.19,1977.0
1977-05-31,23:00:00,Y,9.15,1977.0
1977-06-01,23:00:00,Y,12.74,1977.0
1977-06-02,23:00:00,Y,14.73,1977.0
1977-06-03,23:00:00,Y,16.05,1977.0
1977-06-04,23:00:00,Y,14.55,1977.0
1977-06-05,23:00:00,Y,10.08,1977.0
1977-06-06,23:00:00,Y,9.54,1977.0
1977-06-07,23:00:00,Y,10.46,1977.0
1977-06-08,23:00:00,Y,11.45,1977.0
1977-06-09,23:00:00,Y,14.67,1977.0
1977-06-10,23:00:00,Y,17.75,1977.0
1977-06-11,23:00:00,Y,15.16,1977.0
1977-06-12,23:00:00,Y,14.54,1977.0
1977-06-13,23:00:00,Y,20.14,1977.0
1977-06-14,23:00:00,Y,20.61,1977.0
1977-06-15,23:00:00,Y,22.39,1977.0
1977-06-16,23:00:00,Y,21.48,1977.0
1977-06-17,23:00:00,Y,19.15,1977.0
1977-06-18,23:00:00,Y,19.0,1977.0
1977-06-19,23:00:00,Y,17.83,1977.0
1977-06-20,23:00:00,Y,16.39,1977.0
1977-06-21,23:00:00,Y,16.99,1977.0
1977-06-22,23:00:00,Y,16.0,1977.0
1977-06-23,23:00:00,Y,16.54,1977.0
1977-06-24,23:00:00,Y,17.0,1977.0
1977-06-25,23:00:00,Y,16.47,1977.0
1977-06-26,23:00:00,Y,15.25,1977.0
1977-06-27,23:00:00,Y,14.38,1977.0
1977-06-28,23:00:00,Y,14.56,1977.0
1977-06-29,23:00:00,Y,12.26,1977.0
1977-06-30,23:00:00,Y,13.98,1977.0
1977-07-01,23:00:00,Y,13.17,1977.0
1977-07-02,23:00:00,Y,15.05,1977.0
1977-07-03,23:00:00,Y,15.91,1977.0
1977-07-04,23:00:00,Y,17.43,1977.0
1977-07-05,23:00:00,Y,20.82,1977.0
1977-07-06,23:00:00,Y,18.51,1977.0
